Sandwich_id,order_id,Sandwich_name_id,quantity,order_date,order_time,unit_price,total_price,Sandwich_size,Sandwich_category,Sandwich_name,customer_id,discount_amount,order_month,order_month_name,order_year
5074,2247,sicilian_l,1,07-02-2015,13:15:55,20.25,20.25,L,Supreme,The Sicilian Sandwich,13742,0.0,2,February,2015
5075,2248,ckn_alfredo_m,1,07-02-2015,13:22:06,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,11147,1.68,2,February,2015
5076,2248,southw_ckn_l,1,07-02-2015,13:22:06,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,11147,0.0,2,February,2015
5077,2249,spin_pesto_m,1,07-02-2015,13:24:15,16.5,16.5,M,Veggie,The Spinach Pesto Sandwich,11013,0.82,2,February,2015
5078,2250,prsc_argla_m,1,07-02-2015,13:31:14,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,12753,0.0,2,February,2015
5079,2251,thai_ckn_s,1,07-02-2015,13:58:00,12.75,12.75,S,Chicken,The Thai Chicken Sandwich,13292,0.0,2,February,2015
5080,2251,the_greek_l,1,07-02-2015,13:58:00,20.5,20.5,L,Classic,The Greek Sandwich,13292,2.05,2,February,2015
5081,2252,big_meat_s,1,07-02-2015,14:32:17,12.0,12.0,S,Classic,The Big Meat Sandwich,13590,0.0,2,February,2015
5082,2252,veggie_veg_s,1,07-02-2015,14:32:17,12.0,12.0,S,Veggie,The Vegetables + Vegetables Sandwich,13590,0.0,2,February,2015
5083,2253,bbq_ckn_l,1,07-02-2015,14:54:01,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,11584,3.11,2,February,2015
5084,2254,bbq_ckn_m,2,07-02-2015,15:00:58,16.75,33.5,M,Chicken,The Barbecue Chicken Sandwich,13255,5.02,2,February,2015
5085,2254,brie_carre_s,1,07-02-2015,15:00:58,23.65,23.65,S,Supreme,The Brie Carre Sandwich,13255,1.18,2,February,2015
5086,2254,classic_dlx_s,1,07-02-2015,15:00:58,12.0,12.0,S,Classic,The Classic Deluxe Sandwich,13255,0.6,2,February,2015
5087,2254,ital_supr_l,1,07-02-2015,15:00:58,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,13255,0.0,2,February,2015
5088,2254,ital_supr_m,1,07-02-2015,15:00:58,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,13255,0.82,2,February,2015
5089,2254,ital_veggie_m,1,07-02-2015,15:00:58,16.75,16.75,M,Veggie,The Italian Vegetables Sandwich,13255,0.84,2,February,2015
5090,2254,sicilian_l,1,07-02-2015,15:00:58,20.25,20.25,L,Supreme,The Sicilian Sandwich,13255,1.01,2,February,2015
5091,2254,thai_ckn_s,1,07-02-2015,15:00:58,12.75,12.75,S,Chicken,The Thai Chicken Sandwich,13255,0.64,2,February,2015
5092,2254,veggie_veg_m,1,07-02-2015,15:00:58,16.0,16.0,M,Veggie,The Vegetables + Vegetables Sandwich,13255,0.8,2,February,2015
5093,2255,big_meat_s,1,07-02-2015,15:15:54,12.0,12.0,S,Classic,The Big Meat Sandwich,11919,1.8,2,February,2015
5094,2255,classic_dlx_s,1,07-02-2015,15:15:54,12.0,12.0,S,Classic,The Classic Deluxe Sandwich,11919,1.2,2,February,2015
5095,2255,spicy_ital_l,1,07-02-2015,15:15:54,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,11919,0.0,2,February,2015
5096,2256,four_cheese_m,1,07-02-2015,15:22:04,14.75,14.75,M,Veggie,The Four Cheese Sandwich,14461,0.74,2,February,2015
5097,2256,pepperoni_l,1,07-02-2015,15:22:04,15.25,15.25,L,Classic,The Pepperoni Sandwich,14461,0.0,2,February,2015
5098,2256,thai_ckn_m,1,07-02-2015,15:22:04,16.75,16.75,M,Chicken,The Thai Chicken Sandwich,14461,0.0,2,February,2015
5099,2256,veggie_veg_m,1,07-02-2015,15:22:04,16.0,16.0,M,Veggie,The Vegetables + Vegetables Sandwich,14461,1.6,2,February,2015
5100,2257,big_meat_s,1,07-02-2015,15:28:55,12.0,12.0,S,Classic,The Big Meat Sandwich,15178,0.6,2,February,2015
5101,2257,ital_supr_l,1,07-02-2015,15:28:55,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,15178,0.0,2,February,2015
5102,2257,thai_ckn_l,1,07-02-2015,15:28:55,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15178,0.0,2,February,2015
5103,2258,the_greek_xl,1,07-02-2015,15:34:05,25.5,25.5,XL,Classic,The Greek Sandwich,14243,3.82,2,February,2015
5104,2259,prsc_argla_m,1,07-02-2015,15:41:25,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,10009,0.82,2,February,2015
5105,2260,bbq_ckn_m,1,07-02-2015,15:43:28,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,16449,2.51,2,February,2015
5106,2260,brie_carre_s,1,07-02-2015,15:43:28,23.65,23.65,S,Supreme,The Brie Carre Sandwich,16449,1.18,2,February,2015
5107,2260,spin_pesto_s,1,07-02-2015,15:43:28,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich,16449,0.0,2,February,2015
5108,2260,spinach_fet_s,1,07-02-2015,15:43:28,12.0,12.0,S,Veggie,The Spinach and Feta Sandwich,16449,0.0,2,February,2015
5109,2261,ital_cpcllo_m,1,07-02-2015,15:48:00,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,10155,0.0,2,February,2015
5110,2262,four_cheese_m,1,07-02-2015,16:36:54,14.75,14.75,M,Veggie,The Four Cheese Sandwich,16497,1.48,2,February,2015
5111,2262,prsc_argla_s,1,07-02-2015,16:36:54,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,16497,1.25,2,February,2015
5112,2263,cali_ckn_m,1,07-02-2015,16:42:45,16.75,16.75,M,Chicken,The California Chicken Sandwich,10207,0.0,2,February,2015
5113,2263,spicy_ital_l,1,07-02-2015,16:42:45,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,10207,2.08,2,February,2015
5114,2264,ital_cpcllo_l,1,07-02-2015,16:46:03,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,13357,1.03,2,February,2015
5115,2264,spinach_fet_m,1,07-02-2015,16:46:03,16.0,16.0,M,Veggie,The Spinach and Feta Sandwich,13357,1.6,2,February,2015
5116,2265,bbq_ckn_m,1,07-02-2015,17:05:42,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,10689,1.68,2,February,2015
5117,2265,green_garden_s,1,07-02-2015,17:05:42,12.0,12.0,S,Veggie,The Green Garden Sandwich,10689,0.0,2,February,2015
5118,2265,hawaiian_s,1,07-02-2015,17:05:42,10.5,10.5,S,Classic,The Hawaiian Sandwich,10689,0.52,2,February,2015
5119,2265,veggie_veg_l,1,07-02-2015,17:05:42,20.25,20.25,L,Veggie,The Vegetables + Vegetables Sandwich,10689,0.0,2,February,2015
5120,2266,spinach_fet_s,1,07-02-2015,17:20:38,12.0,12.0,S,Veggie,The Spinach and Feta Sandwich,10619,1.2,2,February,2015
5121,2267,ckn_alfredo_m,1,07-02-2015,17:22:30,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,14443,2.51,2,February,2015
5122,2267,classic_dlx_m,1,07-02-2015,17:22:30,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,14443,0.0,2,February,2015
5123,2267,soppressata_s,1,07-02-2015,17:22:30,12.5,12.5,S,Supreme,The Soppressata Sandwich,14443,1.25,2,February,2015
5124,2268,southw_ckn_m,1,07-02-2015,17:27:05,16.75,16.75,M,Chicken,The Southwest Chicken Sandwich,14731,0.0,2,February,2015
5125,2269,big_meat_s,1,07-02-2015,17:40:20,12.0,12.0,S,Classic,The Big Meat Sandwich,10769,0.0,2,February,2015
5126,2269,ital_supr_l,1,07-02-2015,17:40:20,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,10769,2.08,2,February,2015
5127,2270,sicilian_s,1,07-02-2015,17:57:15,12.25,12.25,S,Supreme,The Sicilian Sandwich,16349,0.0,2,February,2015
5128,2270,thai_ckn_m,1,07-02-2015,17:57:15,16.75,16.75,M,Chicken,The Thai Chicken Sandwich,16349,0.0,2,February,2015
5129,2271,southw_ckn_s,1,07-02-2015,18:09:56,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich,12083,0.0,2,February,2015
5130,2272,ckn_pesto_l,1,07-02-2015,18:17:46,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,12070,0.0,2,February,2015
5131,2272,ital_veggie_m,1,07-02-2015,18:17:46,16.75,16.75,M,Veggie,The Italian Vegetables Sandwich,12070,0.84,2,February,2015
5132,2272,peppr_salami_l,1,07-02-2015,18:17:46,20.75,20.75,L,Supreme,The Pepper Salami Sandwich,12070,0.0,2,February,2015
5133,2272,spinach_fet_s,1,07-02-2015,18:17:46,12.0,12.0,S,Veggie,The Spinach and Feta Sandwich,12070,0.0,2,February,2015
5134,2273,big_meat_s,1,07-02-2015,18:31:29,12.0,12.0,S,Classic,The Big Meat Sandwich,11931,0.0,2,February,2015
5135,2273,calabrese_s,1,07-02-2015,18:31:29,12.25,12.25,S,Supreme,The Calabrese Sandwich,11931,1.84,2,February,2015
5136,2273,ital_cpcllo_l,1,07-02-2015,18:31:29,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,11931,3.08,2,February,2015
5137,2274,veggie_veg_m,1,07-02-2015,18:35:51,16.0,16.0,M,Veggie,The Vegetables + Vegetables Sandwich,12998,0.0,2,February,2015
5138,2275,classic_dlx_m,1,07-02-2015,18:42:49,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,11156,0.0,2,February,2015
5139,2275,hawaiian_l,1,07-02-2015,18:42:49,16.5,16.5,L,Classic,The Hawaiian Sandwich,11156,1.65,2,February,2015
5140,2276,ckn_alfredo_m,1,07-02-2015,18:44:16,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,12762,0.0,2,February,2015
5141,2277,calabrese_m,1,07-02-2015,18:53:49,16.25,16.25,M,Supreme,The Calabrese Sandwich,11365,0.81,2,February,2015
5142,2277,four_cheese_l,1,07-02-2015,18:53:49,17.95,17.95,L,Veggie,The Four Cheese Sandwich,11365,2.69,2,February,2015
5143,2277,four_cheese_m,1,07-02-2015,18:53:49,14.75,14.75,M,Veggie,The Four Cheese Sandwich,11365,0.0,2,February,2015
5144,2277,soppressata_m,1,07-02-2015,18:53:49,16.5,16.5,M,Supreme,The Soppressata Sandwich,11365,2.48,2,February,2015
5145,2278,spinach_fet_l,1,07-02-2015,19:02:51,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,10335,0.0,2,February,2015
5146,2278,veggie_veg_m,1,07-02-2015,19:02:51,16.0,16.0,M,Veggie,The Vegetables + Vegetables Sandwich,10335,0.0,2,February,2015
5147,2279,four_cheese_l,1,07-02-2015,19:13:49,17.95,17.95,L,Veggie,The Four Cheese Sandwich,12397,0.9,2,February,2015
5148,2280,ital_supr_l,1,07-02-2015,19:14:00,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,14370,3.11,2,February,2015
5149,2280,pepperoni_s,1,07-02-2015,19:14:00,9.75,9.75,S,Classic,The Pepperoni Sandwich,14370,0.49,2,February,2015
5150,2280,prsc_argla_s,1,07-02-2015,19:14:00,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,14370,0.0,2,February,2015
5151,2280,spinach_fet_m,1,07-02-2015,19:14:00,16.0,16.0,M,Veggie,The Spinach and Feta Sandwich,14370,0.0,2,February,2015
5152,2281,spinach_fet_l,1,07-02-2015,19:15:58,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,14961,2.02,2,February,2015
5153,2282,the_greek_m,1,07-02-2015,19:33:21,16.0,16.0,M,Classic,The Greek Sandwich,12297,0.8,2,February,2015
5154,2283,ckn_alfredo_m,1,07-02-2015,19:34:04,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,12105,0.0,2,February,2015
5155,2283,five_cheese_l,1,07-02-2015,19:34:04,18.5,18.5,L,Veggie,The Five Cheese Sandwich,12105,0.92,2,February,2015
5156,2283,green_garden_s,1,07-02-2015,19:34:04,12.0,12.0,S,Veggie,The Green Garden Sandwich,12105,0.0,2,February,2015
5157,2283,mexicana_s,1,07-02-2015,19:34:04,12.0,12.0,S,Veggie,The Mexicana Sandwich,12105,0.0,2,February,2015
5158,2284,cali_ckn_m,1,07-02-2015,19:35:53,16.75,16.75,M,Chicken,The California Chicken Sandwich,15119,0.0,2,February,2015
5159,2284,classic_dlx_m,1,07-02-2015,19:35:53,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,15119,2.4,2,February,2015
5160,2284,ital_cpcllo_s,1,07-02-2015,19:35:53,12.0,12.0,S,Classic,The Italian Capocollo Sandwich,15119,1.2,2,February,2015
5161,2285,ital_supr_l,1,07-02-2015,19:38:29,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,14428,0.0,2,February,2015
5162,2286,ital_cpcllo_l,1,07-02-2015,19:42:45,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,15409,0.0,2,February,2015
5163,2287,ital_supr_l,1,07-02-2015,20:13:16,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,15890,0.0,2,February,2015
5164,2288,thai_ckn_l,1,07-02-2015,20:20:41,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15339,0.0,2,February,2015
5165,2289,cali_ckn_l,1,07-02-2015,20:29:43,20.75,20.75,L,Chicken,The California Chicken Sandwich,16088,0.0,2,February,2015
5166,2289,prsc_argla_m,1,07-02-2015,20:29:43,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,16088,1.65,2,February,2015
5167,2289,sicilian_s,1,07-02-2015,20:29:43,12.25,12.25,S,Supreme,The Sicilian Sandwich,16088,0.0,2,February,2015
5168,2289,spinach_fet_m,1,07-02-2015,20:29:43,16.0,16.0,M,Veggie,The Spinach and Feta Sandwich,16088,0.0,2,February,2015
5169,2290,ital_cpcllo_m,1,07-02-2015,20:47:23,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,12709,1.6,2,February,2015
5170,2291,cali_ckn_l,1,07-02-2015,20:55:05,20.75,20.75,L,Chicken,The California Chicken Sandwich,12566,3.11,2,February,2015
5171,2291,cali_ckn_m,1,07-02-2015,20:55:05,16.75,16.75,M,Chicken,The California Chicken Sandwich,12566,0.0,2,February,2015
5172,2291,five_cheese_l,1,07-02-2015,20:55:05,18.5,18.5,L,Veggie,The Five Cheese Sandwich,12566,0.0,2,February,2015
5173,2292,classic_dlx_m,1,07-02-2015,20:57:53,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,12091,0.8,2,February,2015
5174,2292,pepperoni_s,1,07-02-2015,20:57:53,9.75,9.75,S,Classic,The Pepperoni Sandwich,12091,0.0,2,February,2015
5175,2292,prsc_argla_l,1,07-02-2015,20:57:53,20.75,20.75,L,Supreme,The Prosciutto and Arugula Sandwich,12091,3.11,2,February,2015
5176,2292,southw_ckn_s,1,07-02-2015,20:57:53,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich,12091,0.0,2,February,2015
5177,2293,bbq_ckn_s,1,07-02-2015,21:14:52,12.75,12.75,S,Chicken,The Barbecue Chicken Sandwich,11529,0.64,2,February,2015
5178,2293,spicy_ital_l,1,07-02-2015,21:14:52,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,11529,0.0,2,February,2015
5179,2294,prsc_argla_s,1,07-02-2015,21:16:09,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,14868,1.25,2,February,2015
5180,2295,prsc_argla_m,1,07-02-2015,21:21:53,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,14644,0.0,2,February,2015
5181,2296,cali_ckn_s,1,07-02-2015,21:24:01,12.75,12.75,S,Chicken,The California Chicken Sandwich,15210,0.0,2,February,2015
5182,2296,ital_supr_m,1,07-02-2015,21:24:01,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,15210,0.82,2,February,2015
5183,2296,southw_ckn_l,1,07-02-2015,21:24:01,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,15210,3.11,2,February,2015
5184,2296,spicy_ital_l,1,07-02-2015,21:24:01,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,15210,1.04,2,February,2015
5185,2297,green_garden_s,1,07-02-2015,21:35:12,12.0,12.0,S,Veggie,The Green Garden Sandwich,11089,1.2,2,February,2015
5186,2298,ckn_pesto_l,1,07-02-2015,21:40:33,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,13194,0.0,2,February,2015
5187,2298,classic_dlx_s,1,07-02-2015,21:40:33,12.0,12.0,S,Classic,The Classic Deluxe Sandwich,13194,0.0,2,February,2015
5188,2298,southw_ckn_l,1,07-02-2015,21:40:33,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,13194,0.0,2,February,2015
5189,2298,thai_ckn_l,1,07-02-2015,21:40:33,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,13194,3.11,2,February,2015
5190,2299,prsc_argla_m,1,07-02-2015,21:55:00,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,11443,1.65,2,February,2015
5191,2299,the_greek_l,1,07-02-2015,21:55:00,20.5,20.5,L,Classic,The Greek Sandwich,11443,2.05,2,February,2015
5192,2300,four_cheese_l,1,07-02-2015,21:59:07,17.95,17.95,L,Veggie,The Four Cheese Sandwich,15805,0.0,2,February,2015
5193,2301,calabrese_m,1,07-02-2015,22:10:57,16.25,16.25,M,Supreme,The Calabrese Sandwich,11739,0.81,2,February,2015
5194,2301,cali_ckn_m,1,07-02-2015,22:10:57,16.75,16.75,M,Chicken,The California Chicken Sandwich,11739,0.84,2,February,2015
5195,2302,five_cheese_l,1,08-02-2015,11:46:15,18.5,18.5,L,Veggie,The Five Cheese Sandwich,10936,0.92,2,February,2015
5196,2302,ital_cpcllo_l,1,08-02-2015,11:46:15,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,10936,3.08,2,February,2015
5197,2303,ckn_alfredo_l,1,08-02-2015,12:10:20,20.75,20.75,L,Chicken,The Chicken Alfredo Sandwich,13705,2.08,2,February,2015
5198,2303,the_greek_l,1,08-02-2015,12:10:20,20.5,20.5,L,Classic,The Greek Sandwich,13705,0.0,2,February,2015
5199,2304,big_meat_s,1,08-02-2015,12:22:04,12.0,12.0,S,Classic,The Big Meat Sandwich,15714,0.0,2,February,2015
5200,2304,mediterraneo_l,1,08-02-2015,12:22:04,20.25,20.25,L,Veggie,The Mediterranean Sandwich,15714,1.01,2,February,2015
5201,2305,big_meat_s,1,08-02-2015,12:27:40,12.0,12.0,S,Classic,The Big Meat Sandwich,15953,1.8,2,February,2015
5202,2306,pepperoni_l,1,08-02-2015,12:45:27,15.25,15.25,L,Classic,The Pepperoni Sandwich,10625,2.29,2,February,2015
5203,2306,pepperoni_m,1,08-02-2015,12:45:27,12.5,12.5,M,Classic,The Pepperoni Sandwich,10625,0.62,2,February,2015
5204,2306,prsc_argla_s,1,08-02-2015,12:45:27,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,10625,0.62,2,February,2015
5205,2307,spinach_fet_l,1,08-02-2015,12:51:06,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,12119,2.02,2,February,2015
5206,2308,ital_supr_l,1,08-02-2015,13:03:37,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,10998,3.11,2,February,2015
5207,2308,prsc_argla_s,1,08-02-2015,13:03:37,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,10998,0.0,2,February,2015
5208,2308,spin_pesto_l,1,08-02-2015,13:03:37,20.75,20.75,L,Veggie,The Spinach Pesto Sandwich,10998,0.0,2,February,2015
5209,2309,bbq_ckn_m,1,08-02-2015,13:06:36,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,12002,0.0,2,February,2015
5210,2309,cali_ckn_m,2,08-02-2015,13:06:36,16.75,33.5,M,Chicken,The California Chicken Sandwich,12002,1.68,2,February,2015
5211,2309,ckn_alfredo_m,1,08-02-2015,13:06:36,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,12002,0.0,2,February,2015
5212,2309,ckn_pesto_l,1,08-02-2015,13:06:36,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,12002,0.0,2,February,2015
5213,2309,four_cheese_l,1,08-02-2015,13:06:36,17.95,17.95,L,Veggie,The Four Cheese Sandwich,12002,0.0,2,February,2015
5214,2309,ital_supr_l,1,08-02-2015,13:06:36,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,12002,0.0,2,February,2015
5215,2309,mexicana_s,1,08-02-2015,13:06:36,12.0,12.0,S,Veggie,The Mexicana Sandwich,12002,0.0,2,February,2015
5216,2309,spicy_ital_l,1,08-02-2015,13:06:36,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,12002,3.11,2,February,2015
5217,2309,spin_pesto_s,1,08-02-2015,13:06:36,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich,12002,0.0,2,February,2015
5218,2310,pepperoni_l,1,08-02-2015,13:38:04,15.25,15.25,L,Classic,The Pepperoni Sandwich,13470,0.0,2,February,2015
5219,2311,spinach_fet_m,1,08-02-2015,13:38:52,16.0,16.0,M,Veggie,The Spinach and Feta Sandwich,11824,0.0,2,February,2015
5220,2312,hawaiian_l,1,08-02-2015,14:10:27,16.5,16.5,L,Classic,The Hawaiian Sandwich,10439,2.48,2,February,2015
5221,2312,mediterraneo_s,1,08-02-2015,14:10:27,12.0,12.0,S,Veggie,The Mediterranean Sandwich,10439,0.6,2,February,2015
5222,2312,southw_ckn_m,1,08-02-2015,14:10:27,16.75,16.75,M,Chicken,The Southwest Chicken Sandwich,10439,0.84,2,February,2015
5223,2313,brie_carre_s,1,08-02-2015,14:12:59,23.65,23.65,S,Supreme,The Brie Carre Sandwich,13316,0.0,2,February,2015
5224,2313,hawaiian_l,1,08-02-2015,14:12:59,16.5,16.5,L,Classic,The Hawaiian Sandwich,13316,2.48,2,February,2015
5225,2314,big_meat_s,1,08-02-2015,14:25:11,12.0,12.0,S,Classic,The Big Meat Sandwich,10344,0.0,2,February,2015
5226,2314,southw_ckn_s,1,08-02-2015,14:25:11,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich,10344,1.91,2,February,2015
5227,2314,spicy_ital_l,1,08-02-2015,14:25:11,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,10344,3.11,2,February,2015
5228,2315,five_cheese_l,1,08-02-2015,14:33:52,18.5,18.5,L,Veggie,The Five Cheese Sandwich,11474,0.92,2,February,2015
5229,2315,ital_supr_m,1,08-02-2015,14:33:52,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,11474,2.48,2,February,2015
5230,2315,pepperoni_s,1,08-02-2015,14:33:52,9.75,9.75,S,Classic,The Pepperoni Sandwich,11474,1.46,2,February,2015
5231,2315,prsc_argla_l,1,08-02-2015,14:33:52,20.75,20.75,L,Supreme,The Prosciutto and Arugula Sandwich,11474,1.04,2,February,2015
5232,2316,hawaiian_s,1,08-02-2015,14:37:47,10.5,10.5,S,Classic,The Hawaiian Sandwich,10004,1.05,2,February,2015
5233,2317,bbq_ckn_m,1,08-02-2015,14:49:35,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,10565,0.84,2,February,2015
5234,2317,pep_msh_pep_s,1,08-02-2015,14:49:35,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",10565,0.55,2,February,2015
5235,2317,peppr_salami_l,1,08-02-2015,14:49:35,20.75,20.75,L,Supreme,The Pepper Salami Sandwich,10565,0.0,2,February,2015
5236,2317,sicilian_s,1,08-02-2015,14:49:35,12.25,12.25,S,Supreme,The Sicilian Sandwich,10565,0.61,2,February,2015
5237,2318,spicy_ital_l,1,08-02-2015,15:00:00,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,12837,0.0,2,February,2015
5238,2319,peppr_salami_l,1,08-02-2015,15:10:49,20.75,20.75,L,Supreme,The Pepper Salami Sandwich,15530,0.0,2,February,2015
5239,2319,prsc_argla_s,1,08-02-2015,15:10:49,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,15530,0.0,2,February,2015
5240,2320,classic_dlx_l,1,08-02-2015,15:27:41,20.5,20.5,L,Classic,The Classic Deluxe Sandwich,15036,0.0,2,February,2015
5241,2321,ital_supr_l,1,08-02-2015,15:33:33,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,10643,3.11,2,February,2015
5242,2322,ckn_alfredo_s,1,08-02-2015,15:46:13,12.75,12.75,S,Chicken,The Chicken Alfredo Sandwich,10227,0.0,2,February,2015
5243,2322,ital_cpcllo_m,1,08-02-2015,15:46:13,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,10227,1.6,2,February,2015
5244,2322,pepperoni_m,1,08-02-2015,15:46:13,12.5,12.5,M,Classic,The Pepperoni Sandwich,10227,0.0,2,February,2015
5245,2322,thai_ckn_l,1,08-02-2015,15:46:13,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,10227,0.0,2,February,2015
5246,2323,bbq_ckn_m,1,08-02-2015,16:07:18,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,12198,0.0,2,February,2015
5247,2324,sicilian_s,1,08-02-2015,16:16:21,12.25,12.25,S,Supreme,The Sicilian Sandwich,14240,1.23,2,February,2015
5248,2325,peppr_salami_l,1,08-02-2015,16:28:32,20.75,20.75,L,Supreme,The Pepper Salami Sandwich,14854,1.04,2,February,2015
5249,2326,five_cheese_l,1,08-02-2015,16:28:40,18.5,18.5,L,Veggie,The Five Cheese Sandwich,15351,0.0,2,February,2015
5250,2326,hawaiian_s,1,08-02-2015,16:28:40,10.5,10.5,S,Classic,The Hawaiian Sandwich,15351,0.52,2,February,2015
5251,2326,napolitana_s,1,08-02-2015,16:28:40,12.0,12.0,S,Classic,The Napolitana Sandwich,15351,1.2,2,February,2015
5252,2326,thai_ckn_l,1,08-02-2015,16:28:40,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15351,1.04,2,February,2015
5253,2327,cali_ckn_l,1,08-02-2015,16:58:21,20.75,20.75,L,Chicken,The California Chicken Sandwich,12225,0.0,2,February,2015
5254,2327,napolitana_l,1,08-02-2015,16:58:21,20.5,20.5,L,Classic,The Napolitana Sandwich,12225,3.08,2,February,2015
5255,2328,cali_ckn_s,1,08-02-2015,17:02:47,12.75,12.75,S,Chicken,The California Chicken Sandwich,11093,1.91,2,February,2015
5256,2329,hawaiian_s,1,08-02-2015,17:19:00,10.5,10.5,S,Classic,The Hawaiian Sandwich,10172,1.58,2,February,2015
5257,2329,spicy_ital_l,1,08-02-2015,17:19:00,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,10172,0.0,2,February,2015
5258,2329,spinach_supr_m,1,08-02-2015,17:19:00,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich,10172,2.48,2,February,2015
5259,2330,pepperoni_m,1,08-02-2015,17:19:54,12.5,12.5,M,Classic,The Pepperoni Sandwich,10955,0.0,2,February,2015
5260,2330,prsc_argla_l,1,08-02-2015,17:19:54,20.75,20.75,L,Supreme,The Prosciutto and Arugula Sandwich,10955,1.04,2,February,2015
5261,2331,ital_veggie_m,1,08-02-2015,17:20:08,16.75,16.75,M,Veggie,The Italian Vegetables Sandwich,10424,0.84,2,February,2015
5262,2331,spinach_fet_l,1,08-02-2015,17:20:08,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,10424,0.0,2,February,2015
5263,2332,big_meat_s,1,08-02-2015,17:53:01,12.0,12.0,S,Classic,The Big Meat Sandwich,15596,0.0,2,February,2015
5264,2332,ckn_alfredo_l,1,08-02-2015,17:53:01,20.75,20.75,L,Chicken,The Chicken Alfredo Sandwich,15596,3.11,2,February,2015
